1; 1;  0.016784; 1.081496; 0.499886; 0.254257;
2; 1;  0.016984; 0.950135; 0.500025; 0.255509;
0; 1;  0.021534; 0.343594; 0.499888; 0.255302;
3; 1;  0.018251; 0.812145; 0.500144; 0.256730;
5; 1;  0.017857; 0.517580; 0.500304; 0.258180;
4; 1;  0.018296; 0.664432; 0.500233; 0.256793;
3; 2;  0.022742; 0.526032; 0.715487; 0.331503;
1; 2;  0.020636; 1.082577; 0.715190; 0.333776;
0; 2;  0.018171; 0.304974; 0.715192; 0.330730;
5; 2;  0.018995; 0.684792; 0.715649; 0.344445;
2; 2;  0.018958; 0.684959; 0.715355; 0.331295;
4; 2;  0.020490; 1.082410; 0.715586; 0.333596;
1; 3;  0.030329; 0.981017; 0.715335; 0.475671;
0; 3;  0.023191; 0.320311; 0.715338; 0.480588;
4; 3;  0.019132; 0.503674; 0.715724; 0.483641;
5; 3;  0.030454; 0.980859; 0.715793; 0.484023;
2; 3;  0.019240; 0.503621; 0.715500; 0.479947;
3; 3;  0.030974; 0.979417; 0.715621; 0.483418;
2; 4;  0.057565; 0.673256; 0.724501; 0.459196;
3; 4;  0.041750; 0.975793; 0.724648; 0.468291;
4; 4;  0.042085; 0.975361; 0.724764; 0.467955;
0; 4;  0.014708; 0.308486; 0.724379; 0.467317;
5; 4;  0.035855; 0.982012; 0.724815; 0.468815;
1; 4;  0.041629; 0.976116; 0.724374; 0.466692;
2; 5;  0.048010; 0.868246; 0.734811; 0.497388;
5; 5;  0.046365; 0.870292; 0.735090; 0.499772;
1; 5;  0.047752; 0.868524; 0.734634; 0.497607;
3; 5;  0.049764; 0.866107; 0.734935; 0.499519;
0; 5;  0.027601; 0.464983; 0.734637; 0.492449;
4; 5;  0.048014; 0.868057; 0.734995; 0.498709;
4; 7;  0.047593; 0.877074; 0.739847; 0.500161;
2; 7;  0.047429; 0.877406; 0.739658; 0.498976;
0; 7;  0.026714; 0.473503; 0.739475; 0.500028;
3; 7;  0.048239; 0.876649; 0.739775; 0.498505;
1; 7;  0.046822; 0.877942; 0.739472; 0.497006;
5; 7;  0.047583; 0.878006; 0.739931; 0.499228;
1; 10;  0.043996; 0.896463; 0.754830; 0.513577;
4; 10;  0.050729; 0.889377; 0.755177; 0.514440;
3; 10;  0.058638; 0.877489; 0.755105; 0.510585;
2; 10;  0.044655; 0.895785; 0.755002; 0.513004;
5; 10;  0.043499; 0.897549; 0.755256; 0.513932;
0; 10;  0.028522; 0.473664; 0.754833; 0.511191;
0; 10;  0.021765; 0.485665; 0.767142; 0.512761;
3; 10;  0.048355; 0.890577; 0.767288; 0.519750;
4; 10;  0.048690; 0.890300; 0.767346; 0.518680;
2; 10;  0.048668; 0.890515; 0.767210; 0.518593;
5; 10;  0.044775; 0.895380; 0.767432; 0.514692;
1; 10;  0.048302; 0.890605; 0.767140; 0.517718;
3; 10;  0.048580; 0.890395; 0.768655; 0.506879;
2; 10;  0.048992; 0.890525; 0.768594; 0.513798;
0; 10;  0.022006; 0.483881; 0.768534; 0.509827;
1; 10;  0.047939; 0.890418; 0.768531; 0.513695;
5; 10;  0.044245; 0.896113; 0.768800; 0.514184;
4; 10;  0.047838; 0.890397; 0.768707; 0.514405;
3; 10;  0.047573; 0.892554; 0.765301; 0.512808;
0; 10;  0.021747; 0.485510; 0.765173; 0.507420;
1; 10;  0.047648; 0.893101; 0.765168; 0.514382;
2; 10;  0.052335; 0.888243; 0.765240; 0.517784;
5; 10;  0.045416; 0.895623; 0.765443; 0.519856;
4; 10;  0.048935; 0.891462; 0.765343; 0.517508;
0; 10;  0.021877; 0.485933; 0.766257; 0.510284;
2; 10;  0.046118; 0.896840; 0.766315; 0.513877;
1; 10;  0.048863; 0.894232; 0.766253; 0.509111;
5; 10;  0.046169; 0.897213; 0.766523; 0.514959;
3; 10;  0.046940; 0.896035; 0.766379; 0.511595;
4; 10;  0.051437; 0.891621; 0.766432; 0.510814;
4; 1;  0.018047; 0.668595; 0.514588; 0.256489;
2; 1;  0.016972; 0.953875; 0.514421; 0.255291;
5; 1;  0.017628; 0.522823; 0.514637; 0.257146;
0; 1;  0.021530; 0.349522; 0.514393; 0.254411;
1; 1;  0.016771; 1.084068; 0.514387; 0.253381;
3; 1;  0.017338; 0.817463; 0.514485; 0.256716;
