 0.001548; 0.212895; 0.086731; 0.116849; 0.098706; 0.235575; -1443013034.233894;
 0.001021; 0.211462; 0.088921; 0.117385; 0.099089; 0.241883; -1443307128.597777;
 0.000334; 0.073485; 0.209429; 0.035101; 0.090995; 0.075190; -1583283258.581078;
 0.000230; 0.180947; 0.097447; 0.098608; 0.115451; 0.186288; 140731039807732.640625;
 0.001286; 0.210080; 0.089561; 0.117808; 0.100187; 0.240808; -1443365922.037032;
 0.000375; 0.181150; 0.094494; 0.098868; 0.114059; 0.186669; 140722944200868.640625;
 0.000346; 0.215597; 0.092654; 0.115386; 0.103809; 0.238366; -1443291488.441649;
 0.000714; 0.182730; 0.092109; 0.100509; 0.113610; 0.186719; 140721700504260.640625;
 0.000782; 0.213168; 0.087762; 0.117836; 0.098373; 0.237225; -1443176074.496710;
 0.000344; 0.177125; 0.092287; 0.094098; 0.118642; 0.180917; 140734735753956.656250;
 0.000542; 0.211419; 0.089044; 0.118195; 0.100792; 0.243223; -1442620753.259019;
 0.000402; 0.179337; 0.092403; 0.099813; 0.114254; 0.186913; 140728097322116.640625;
 0.000918; 0.122192; 0.090474; 0.066459; 0.096999; 0.119284; -1443350748.545253;
 0.001280; 0.121419; 0.089934; 0.066480; 0.096327; 0.119329; -1443127892.024164;
 0.000306; 0.064658; 0.092435; 0.040727; 0.094858; 0.087403; 140729082623952.312500;
 0.000296; 0.117095; 0.089495; 0.068087; 0.098342; 0.107898; -1442987465.397656;
 0.000255; 0.050768; 0.087523; 0.043955; 0.096470; 0.090372; 140733967428095.890625;
 0.000283; 0.061045; 0.087824; 0.038777; 0.094194; 0.086253; 140734737015920.546875;
 0.001484; 0.116129; 0.089030; 0.066669; 0.098798; 0.105809; -1442766324.419014;
 0.000362; 0.121585; 0.115284; 0.055753; 0.109886; 0.111126; -1442929107.257011;
 0.000333; 0.052988; 0.087312; 0.030899; 0.092710; 0.083779; 140729969348983.234375;
 0.001087; 0.114718; 0.090031; 0.065132; 0.100440; 0.118825; -1442972635.453800;
 0.000578; 0.048407; 0.089796; 0.035458; 0.094125; 0.092139; 140734030054010.359375;
 0.000302; 0.060494; 0.088452; 0.043287; 0.096029; 0.089993; 140728632203972.156250;
 0.001216; 0.117786; 0.088835; 0.066195; 0.098432; 0.118234; -1443563869.864095;
 0.001482; 0.122919; 0.093889; 0.064785; 0.097776; 0.105521; -1443359244.545977;
 0.000765; 0.117447; 0.089173; 0.065664; 0.099066; 0.119464; -1443370156.553095;
 0.000561; 0.045254; 0.087150; 0.036364; 0.093740; 0.091645; 140722513672304.359375;
 0.000321; 0.049270; 0.086813; 0.030840; 0.092693; 0.084039; 140727071760569.734375;
 0.001006; 0.123458; 0.116614; 0.052928; 0.108635; 0.110977; -1443464449.530333;
 0.000387; 0.059343; 0.088447; 0.038697; 0.095728; 0.092095; 140725883597599.343750;
 0.000307; 0.054920; 0.096002; 0.045207; 0.107316; 0.150590; 140733156614580.453125;
 0.000579; 0.118147; 0.089402; 0.067265; 0.098530; 0.121025; -1443016390.496367;
 0.000366; 0.055322; 0.089780; 0.044153; 0.095999; 0.087729; 140733325565381.140625;
 0.000390; 0.119314; 0.089565; 0.068756; 0.097339; 0.107689; -1442968366.555559;
 0.000340; 0.064767; 0.087937; 0.038879; 0.094646; 0.086326; 140734098907298.187500;
 0.000776; 0.119394; 0.089758; 0.067779; 0.095973; 0.109454; -1443467244.948058;
 0.000344; 0.059994; 0.088687; 0.042842; 0.096090; 0.089385; 140731342765205.140625;
 0.000554; 0.119660; 0.089175; 0.067659; 0.096459; 0.110012; -1443215137.377179;
 0.000306; 0.064336; 0.097022; 0.043267; 0.095280; 0.086979; 140735183034886.468750;
 0.000353; 0.126145; 0.127751; 0.049467; 0.149360; 0.099972; -1443300980.320992;
 0.000324; 0.063866; 0.088472; 0.038889; 0.094035; 0.086430; 140731090664415.984375;
 0.001499; 0.121300; 0.087501; 0.067825; 0.095739; 0.098298; -1443126854.045681;
 0.000334; 0.053964; 0.088180; 0.030892; 0.092719; 0.083980; 140723413177348.359375;
 0.001242; 0.119943; 0.088544; 0.067563; 0.096242; 0.107125; -1442967247.147297;
 0.000577; 0.048436; 0.089447; 0.034982; 0.093874; 0.092218; 140727950412147.750000;
 0.000983; 0.119549; 0.088646; 0.067210; 0.096492; 0.106298; -1442790656.465703;
 0.000289; 0.053917; 0.092520; 0.042153; 0.095967; 0.089711; 140724993637739.515625;
 0.000608; 0.000214; 0.000478; 0.000151; 0.000539; 0.000663; -1442746236.794726;
 0.000439; 0.000276; 0.000478; 0.000190; 0.000544; 0.000634; -1443566546.160701;
 0.000595; 0.000201; 0.000482; 0.000149; 0.000560; 0.000639; -1442746236.792016;
 0.000670; 0.000235; 0.000489; 0.000164; 0.000525; 0.000691; -1442874981.330195;
 0.000210; 0.000169; 0.000471; 0.000141; 0.000543; 0.000566; 140735063982953.484375;
 0.000196; 0.000283; 0.000474; 0.000204; 0.000536; 0.000608; -1442697684.093748;
 0.000663; 0.000309; 0.000488; 0.000239; 0.000551; 0.000732; -1443566546.158073;
 0.000454; 0.000199; 0.000467; 0.000130; 0.000548; 0.000548; -1442874981.326717;
 0.000223; 0.000274; 0.000501; 0.000144; 0.000538; 0.000614; -1443362680.739322;
 0.000225; 0.000456; 0.000477; 0.000114; 0.000574; 0.000450; 140733376029587.468750;
 0.000216; 0.000322; 0.000494; 0.000222; 0.000540; 0.000835; -1442697684.091027;
 0.000220; 0.000240; 0.000508; 0.000177; 0.000587; 0.000448; 140724869105931.093750;
 0.000441; 0.000264; 0.000487; 0.000183; 0.000540; 0.000716; -1442835978.917712;
 0.000655; 0.000201; 0.000479; 0.000156; 0.000560; 0.000666; -1442746236.777761;
 0.000245; 0.000222; 0.000477; 0.000139; 0.000566; 0.000540; -1443362680.736534;
 0.000210; 0.000227; 0.000507; 0.000171; 0.000527; 0.000518; 140723258947826.687500;
 0.000662; 0.000290; 0.000481; 0.000160; 0.000520; 0.000719; -1442874981.313334;
 0.000421; 0.000220; 0.000492; 0.000165; 0.000584; 0.000644; -1442835978.914924;
 0.000439; 0.000303; 0.000483; 0.000179; 0.000542; 0.000637; -1443566546.143805;
 0.000622; 0.000188; 0.000485; 0.000125; 0.000579; 0.000583; -1442746236.774986;
 0.000215; 0.000270; 0.000505; 0.000133; 0.000538; 0.000425; 140730529390816.531250;
 0.000657; 0.000237; 0.000480; 0.000153; 0.000576; 0.000579; -1442874981.310204;
 0.000206; 0.000313; 0.000491; 0.000200; 0.000537; 0.000636; -1442697684.076911;
 0.000218; 0.000262; 0.000498; 0.000203; 0.000554; 0.000528; 140722885315079.656250;
 0.000239; 0.000237; 0.000481; 0.000140; 0.000570; 0.000658; -1443362680.722324;
 0.000438; 0.000344; 0.000489; 0.000237; 0.000607; 0.000807; -1443566546.141163;
 0.000209; 0.000171; 0.000468; 0.000133; 0.000544; 0.000564; 140735063982953.500000;
 0.000237; 0.000528; 0.000471; 0.000132; 0.000555; 0.000442; 140733376029587.484375;
 0.000198; 0.000329; 0.000494; 0.000219; 0.000552; 0.000936; -1442697684.074276;
 0.000242; 0.000149; 0.000492; 0.000108; 0.000559; 0.000552; -1443362680.719460;
 0.000205; 0.000214; 0.000506; 0.000157; 0.000586; 0.000442; 140724869105931.109375;
 0.000203; 0.000209; 0.000500; 0.000144; 0.000538; 0.000436; 140730529390816.546875;
 0.000477; 0.000254; 0.000484; 0.000187; 0.000578; 0.000741; -1442835978.900772;
 0.000215; 0.000217; 0.000508; 0.000174; 0.000528; 0.000511; 140723258947826.703125;
 0.000610; 0.000198; 0.000476; 0.000148; 0.000542; 0.000636; -1442746236.760511;
 0.000657; 0.000274; 0.000490; 0.000158; 0.000521; 0.000813; -1442874981.296494;
 0.000450; 0.000300; 0.000484; 0.000189; 0.000543; 0.000790; -1443566546.127057;
 0.000441; 0.000214; 0.000494; 0.000164; 0.000578; 0.000596; -1442835978.897898;
 0.000456; 0.000343; 0.000491; 0.000252; 0.000593; 0.000814; -1443566546.124242;
 0.000232; 0.000291; 0.000480; 0.000206; 0.000585; 0.000651; -1443362680.705301;
 0.000608; 0.000190; 0.000468; 0.000142; 0.000576; 0.000551; -1442746236.757826;
 0.000675; 0.000224; 0.000494; 0.000135; 0.000560; 0.000574; -1442874981.293236;
 0.000207; 0.000317; 0.000493; 0.000206; 0.000537; 0.000774; -1442697684.060142;
 0.000206; 0.000270; 0.000494; 0.000214; 0.000553; 0.000532; 140722885315079.671875;
 0.000211; 0.000217; 0.000487; 0.000172; 0.000536; 0.000488; 140724869105931.125000;
 0.000228; 0.000153; 0.000491; 0.000109; 0.000545; 0.000546; -1443362680.702317;
 0.000212; 0.000168; 0.000470; 0.000135; 0.000541; 0.000537; 140735063982953.515625;
 0.000210; 0.000209; 0.000478; 0.000127; 0.000566; 0.000442; 140730529390816.578125;
 0.000450; 0.000303; 0.000488; 0.000190; 0.000544; 0.000573; -1443566546.109334;
 0.000218; 0.000475; 0.000492; 0.000115; 0.000564; 0.000442; 140733376029587.500000;
 0.000215; 0.000327; 0.000496; 0.000214; 0.000591; 0.000927; -1442697684.057370;
 0.000430; 0.000250; 0.000486; 0.000186; 0.000553; 0.000678; -1442835978.883492;
 0.000461; 0.000218; 0.000493; 0.000127; 0.000572; 0.000607; -1442746236.743567;
 0.000435; 0.000211; 0.000478; 0.000164; 0.000572; 0.000583; -1442835978.880741;
 0.000442; 0.000354; 0.000495; 0.000240; 0.000563; 0.000765; -1443566546.106721;
 0.000244; 0.000308; 0.000538; 0.000150; 0.000572; 0.000698; -1443362680.688553;
 0.000232; 0.000493; 0.000512; 0.000168; 0.000595; 0.000540; 140724869105931.140625;
 0.000656; 0.000287; 0.000468; 0.000207; 0.000532; 0.000541; -1442874981.278758;
 0.000679; 0.000215; 0.000498; 0.000160; 0.000524; 0.000650; -1442746236.741030;
 0.000222; 0.000262; 0.000496; 0.000210; 0.000542; 0.000507; 140722885315079.687500;
 0.000224; 0.000474; 0.000504; 0.000167; 0.000543; 0.000611; 140735063982953.531250;
 0.000250; 0.000202; 0.000516; 0.000113; 0.000567; 0.000543; -1443362680.685441;
 0.000204; 0.000226; 0.000510; 0.000173; 0.000525; 0.000505; 140723258947826.718750;
 0.000228; 0.000576; 0.000527; 0.000150; 0.000526; 0.000450; 140730529390816.593750;
 0.000491; 0.000297; 0.000492; 0.000195; 0.000546; 0.000607; -1443566546.092367;
 0.000680; 0.000280; 0.000525; 0.000227; 0.000549; 0.000752; -1442835978.867109;
 0.000734; 0.000223; 0.000498; 0.000153; 0.000570; 0.000638; -1442746236.726655;
 0.000496; 0.000225; 0.000486; 0.000212; 0.000561; 0.000646; -1442835978.863938;
 0.000204; 0.000309; 0.000494; 0.000206; 0.000534; 0.000606; -1442697684.042445;
 0.000486; 0.000634; 0.000503; 0.000230; 0.000587; 0.000771; -1443566546.089668;
 0.000775; 0.000499; 0.000532; 0.000160; 0.000529; 0.000617; -1442746236.723705;
 0.000248; 0.000367; 0.000537; 0.000180; 0.000564; 0.000723; -1443362680.671411;
 0.000223; 0.000612; 0.000488; 0.000207; 0.000578; 0.000543; 140722885315079.703125;
 0.000196; 0.000317; 0.000499; 0.000201; 0.000536; 0.000865; -1442697684.039782;
 0.000276; 0.000577; 0.000496; 0.000123; 0.000570; 0.000651; -1443362680.668217;
 0.000459; 0.000534; 0.000494; 0.000224; 0.000555; 0.000579; 140724869105931.156250;
 0.000234; 0.000466; 0.000511; 0.000143; 0.000562; 0.000582; 140735063982953.562500;
 0.000274; 0.000559; 0.000517; 0.000157; 0.000527; 0.000464; 140730529390816.609375;
 0.000505; 0.000366; 0.000501; 0.000206; 0.000583; 0.000698; -1442835978.849705;
 0.000229; 0.000577; 0.000480; 0.000217; 0.000547; 0.000619; 140723258947826.734375;
 0.000551; 0.000581; 0.000508; 0.000226; 0.000554; 0.000753; -1442835978.846772;
 0.000246; 0.000618; 0.000485; 0.000211; 0.000573; 0.000490; 140722885315079.718750;
 0.000243; 0.000296; 0.000501; 0.000194; 0.000540; 0.000639; -1442697684.025458;
 0.000228; 0.000608; 0.000488; 0.000216; 0.000542; 0.000821; -1442697684.022666;
 0.000654; 0.000250; 0.000464; 0.000158; 0.000554; 0.000575; -1442874981.275797;
 0.000235; 0.000556; 0.000494; 0.000195; 0.000550; 0.000711; 140723258947826.765625;
 0.000230; 0.000478; 0.000475; 0.000130; 0.000533; 0.000433; 140733376029587.515625;
 0.000690; 0.000270; 0.000471; 0.000188; 0.000541; 0.000591; -1442874981.261770;
 0.000693; 0.000542; 0.000481; 0.000154; 0.000581; 0.000668; -1442874981.258856;
 0.000238; 0.000501; 0.000479; 0.000121; 0.000530; 0.000518; 140733376029587.531250;
 0.000222; 0.000292; 0.000505; 0.000208; 0.000572; 0.000669; -1443474567.118366;
 0.000709; 0.000254; 0.000503; 0.000169; 0.000580; 0.000698; -1442803869.880289;
 0.000256; 0.000194; 0.000575; 0.000166; 0.000545; 0.000546; -1443474567.115282;
 0.000485; 0.000233; 0.000476; 0.000137; 0.000559; 0.000606; -1442968672.722496;
 0.000216; 0.000268; 0.000490; 0.000193; 0.000529; 0.000419; 140733555912085.671875;
 0.000540; 0.000280; 0.000503; 0.000124; 0.000570; 0.000653; -1442803869.877148;
 0.000481; 0.000287; 0.000488; 0.000190; 0.000542; 0.000648; -1443171829.547937;
 0.000779; 0.000195; 0.000492; 0.000160; 0.000551; 0.000661; -1442968672.719940;
 0.000226; 0.000207; 0.000494; 0.000143; 0.000552; 0.000499; 140724059730325.671875;
 0.000242; 0.000304; 0.000493; 0.000205; 0.000536; 0.000688; -1443474567.100478;
 0.000708; 0.000258; 0.000485; 0.000191; 0.000544; 0.000764; -1443171829.545242;
 0.000228; 0.000178; 0.000468; 0.000136; 0.000541; 0.000522; 140726141525045.671875;
 0.000230; 0.000193; 0.000515; 0.000157; 0.000565; 0.000557; -1443474567.097370;
 0.000684; 0.000250; 0.000515; 0.000146; 0.000573; 0.000671; -1442803869.862327;
 0.000220; 0.000216; 0.000493; 0.000126; 0.000532; 0.000514; 140724009055157.671875;
 0.000216; 0.000224; 0.000516; 0.000156; 0.000530; 0.000593; -1442835874.939402;
 0.000210; 0.000277; 0.000473; 0.000212; 0.000530; 0.000433; 140733555912085.687500;
 0.000464; 0.000239; 0.000477; 0.000139; 0.000557; 0.000635; -1442968672.704623;
 0.000707; 0.000238; 0.000504; 0.000140; 0.000563; 0.000636; -1442803869.859419;
 0.000477; 0.000220; 0.000483; 0.000126; 0.000573; 0.000590; -1442968672.701724;
 0.000216; 0.000227; 0.000508; 0.000153; 0.000578; 0.000538; 140724059730325.687500;
 0.000228; 0.000265; 0.000501; 0.000179; 0.000532; 0.000804; -1442835874.936668;
 0.000702; 0.000293; 0.000494; 0.000163; 0.000530; 0.000614; -1443233742.398529;
 0.000218; 0.000156; 0.000479; 0.000158; 0.000527; 0.000500; 140733730134901.671875;
 0.000463; 0.000288; 0.000489; 0.000179; 0.000538; 0.000652; -1443171829.530180;
 0.000258; 0.000290; 0.000495; 0.000200; 0.000539; 0.000679; -1443474567.083143;
 0.000224; 0.000170; 0.000504; 0.000139; 0.000552; 0.000598; 140726141525045.687500;
 0.000674; 0.000275; 0.000518; 0.000152; 0.000577; 0.000714; -1442803869.845070;
 0.000483; 0.000255; 0.000481; 0.000132; 0.000550; 0.000590; -1443233742.395215;
 0.000692; 0.000315; 0.000495; 0.000237; 0.000581; 0.000757; -1443171829.527500;
 0.000203; 0.000308; 0.000491; 0.000209; 0.000534; 0.000672; -1442835874.921854;
 0.000252; 0.000193; 0.000580; 0.000156; 0.000566; 0.000558; -1443474567.080212;
 0.000226; 0.000322; 0.000493; 0.000224; 0.000550; 0.000824; -1442835874.918928;
 0.000522; 0.000288; 0.000504; 0.000117; 0.000580; 0.000611; -1442803869.842008;
 0.000455; 0.000220; 0.000475; 0.000133; 0.000541; 0.000641; -1442968672.687249;
 0.000237; 0.000464; 0.000465; 0.000133; 0.000567; 0.000463; 140726235643728.609375;
 0.000761; 0.000187; 0.000484; 0.000131; 0.000571; 0.000574; -1442968672.684718;
 0.000219; 0.000216; 0.000486; 0.000176; 0.000589; 0.000506; 140724009055157.687500;
 0.000227; 0.000269; 0.000475; 0.000202; 0.000545; 0.000442; 140733555912085.703125;
 0.000215; 0.000238; 0.000525; 0.000174; 0.000561; 0.000658; 140733730134901.687500;
 0.000229; 0.000232; 0.000512; 0.000148; 0.000579; 0.000563; 140724059730325.703125;
 0.000246; 0.000171; 0.000500; 0.000143; 0.000556; 0.000604; 140726141525045.703125;
 0.000680; 0.000227; 0.000485; 0.000161; 0.000521; 0.000605; -1443233742.380683;
 0.000494; 0.000303; 0.000493; 0.000192; 0.000540; 0.000626; -1443171829.512899;
 0.000257; 0.000292; 0.000512; 0.000218; 0.000574; 0.000681; -1443474567.066265;
 0.000236; 0.000319; 0.000491; 0.000214; 0.000536; 0.000649; -1442835874.904557;
 0.000689; 0.000220; 0.000499; 0.000189; 0.000558; 0.000717; -1442803869.828082;
 0.000222; 0.000330; 0.000493; 0.000213; 0.000554; 0.000912; -1442835874.901846;
 0.000473; 0.000261; 0.000485; 0.000128; 0.000549; 0.000587; -1443233742.377339;
 0.000488; 0.000232; 0.000486; 0.000127; 0.000571; 0.000596; -1442968672.670334;
 0.000462; 0.000347; 0.000495; 0.000240; 0.000583; 0.000780; -1443171829.510162;
 0.000260; 0.000199; 0.000559; 0.000156; 0.000573; 0.000567; -1443474567.063081;
 0.000552; 0.000276; 0.000471; 0.000156; 0.000554; 0.000631; -1442803869.824892;
 0.000228; 0.000577; 0.000506; 0.000209; 0.000533; 0.000439; 140733555912085.718750;
 0.000223; 0.000475; 0.000468; 0.000137; 0.000538; 0.000451; 140726235643728.625000;
 0.000865; 0.000210; 0.000514; 0.000142; 0.000522; 0.000644; -1442968672.667774;
 0.000233; 0.000224; 0.000489; 0.000176; 0.000592; 0.000495; 140724009055157.703125;
 0.000229; 0.000558; 0.000507; 0.000150; 0.000593; 0.000542; 140724059730325.718750;
 0.000228; 0.000491; 0.000489; 0.000176; 0.000546; 0.000625; 140726141525045.718750;
 0.000219; 0.000228; 0.000533; 0.000172; 0.000557; 0.000647; 140733730134901.703125;
 0.000441; 0.000314; 0.000485; 0.000184; 0.000543; 0.000620; -1443171829.495523;
 0.000245; 0.000316; 0.000494; 0.000203; 0.000584; 0.000727; -1443474567.048631;
